,Propeller Imbalance,Total Propeller Torque,Torque Ratio,time
3260,0.0,120.744,1.0,8674
3261,0.0,227.596,1.0,8673
3262,0.0,350.67,1.0,8672
3263,0.0,492.618,1.0,8671
3264,0.0,664.178,1.0,8670
3265,0.0,875.93,1.0,8669
3266,0.0,1289.654,1.0,8668
3267,0.0,16.038,1.0,8667
3268,0.0,56.956,1.0,8666
3269,0.0,120.734,1.0,8665
3270,0.0,227.554,1.0,8664
3271,0.0,350.606,1.0,8663
3272,0.0,492.61,1.0,8662
3273,0.0,664.198,1.0,8661
3274,0.0,876.02,1.0,8660
3275,0.0,1289.654,1.0,8659
3276,0.0,18.118,1.0,8658
3277,0.0,44.444,1.0,8657
3278,0.0,120.666,1.0,8656
3279,0.0,227.526,1.0,8655
3280,0.0,350.492,1.0,8654
3281,0.0,492.094,1.0,8653
3282,0.0,664.35,1.0,8652
3283,0.0,875.962,1.0,8651
3284,0.0,1289.904,1.0,8650
3285,0.0,21.808,1.0,8649
3286,0.0,44.56,1.0,8648
3287,0.0,120.68,1.0,8647
3288,0.0,227.544,1.0,8646
3289,0.0,350.496,1.0,8645
3290,0.0,492.106,1.0,8644
3291,0.0,664.424,1.0,8643
3292,0.0,876.096,1.0,8642
3293,0.0,1289.726,1.0,8641
3294,0.0,22.474,1.0,8640
3295,0.0,44.566,1.0,8639
3296,0.0,120.674,1.0,8638
3297,0.0,227.554,1.0,8637
3298,0.0,350.51,1.0,8636
3299,0.0,492.496,1.0,8635
3300,0.0,664.522,1.0,8634
3301,0.0,876.012,1.0,8633
3302,0.0,1290.12,1.0,8632
3303,0.0,17.668,1.0,8631
3304,0.0,44.798,1.0,8630
3305,0.0,120.686,1.0,8629
3306,0.0,227.534,1.0,8628
3307,0.0,350.524,1.0,8627
3308,0.0,492.436,1.0,8626
3309,0.0,664.47,1.0,8625
3310,0.0,875.952,1.0,8624
3311,0.0,1290.042,1.0,8623
3312,0.0,14.44,1.0,8622
3313,0.0,44.842,1.0,8621
3314,0.0,120.69,1.0,8620
3315,0.0,227.528,1.0,8619
3316,0.0,350.548,1.0,8618
3317,0.0,492.498,1.0,8617
3318,0.0,664.352,1.0,8616
3319,0.0,876.226,1.0,8615
3320,0.0,1290.092,1.0,8614
3321,0.0,11.854,1.0,8613
3322,0.0,44.878,1.0,8612
3323,0.0,120.68,1.0,8611
3324,0.0,227.556,1.0,8610
3325,0.0,350.51,1.0,8609
3326,0.0,492.426,1.0,8608
3327,0.0,664.306,1.0,8607
3328,0.0,875.992,1.0,8606
3329,0.0,1290.188,1.0,8605
3330,0.0,11.334,1.0,8604
3331,0.0,45.654,1.0,8603
3332,0.0,120.676,1.0,8602
3333,0.0,227.546,1.0,8601
3334,0.0,350.508,1.0,8600
3335,0.0,492.41,1.0,8599
3336,0.0,664.536,1.0,8598
3337,0.0,876.02,1.0,8597
3338,0.0,1289.492,1.0,8596
3339,0.0,13.762,1.0,8595
3340,0.0,46.072,1.0,8594
3341,0.0,120.688,1.0,8593
3342,0.0,227.528,1.0,8592
3343,0.0,350.614,1.0,8591
3344,0.0,492.53,1.0,8590
3345,0.0,664.272,1.0,8589
3346,0.0,875.964,1.0,8588
3347,0.0,1289.808,1.0,8587
3348,0.0,16.694,1.0,8586
3349,0.0,46.478,1.0,8585
3350,0.0,120.696,1.0,8584
3351,0.0,227.526,1.0,8583
3352,0.0,350.608,1.0,8582
3353,0.0,492.496,1.0,8581
3354,0.0,664.276,1.0,8580
3355,0.0,876.224,1.0,8579
3356,0.0,1289.694,1.0,8578
3357,0.0,18.502,1.0,8577
3358,0.0,47.214,1.0,8576
3359,0.0,120.69,1.0,8575
3360,0.0,227.554,1.0,8574
3361,0.0,350.56,1.0,8573
3362,0.0,492.4,1.0,8572
3363,0.0,664.486,1.0,8571
3364,0.0,875.934,1.0,8570
3365,0.0,1289.546,1.0,8569
3366,0.0,20.832,1.0,8568
3367,0.0,47.556,1.0,8567
3368,0.0,120.69,1.0,8566
3369,0.0,227.574,1.0,8565
3370,0.0,350.55,1.0,8564
3371,0.0,492.514,1.0,8563
3372,0.0,664.518,1.0,8562
3373,0.0,875.922,1.0,8561
3374,0.0,1289.508,1.0,8560
3375,0.0,21.778,1.0,8559
3376,0.0,48.214,1.0,8558
3377,0.0,120.688,1.0,8557
3378,0.0,227.544,1.0,8556
3379,0.0,350.536,1.0,8555
3380,0.0,492.446,1.0,8554
3381,0.0,664.442,1.0,8553
3382,0.0,875.928,1.0,8552
3383,0.0,1289.554,1.0,8551
3384,0.0,22.772,1.0,8550
3385,0.0,47.866,1.0,8549
3386,0.0,120.696,1.0,8548
3387,0.0,227.546,1.0,8547
3388,0.0,350.606,1.0,8546
3389,0.0,492.458,1.0,8545
3390,0.0,664.26,1.0,8544
3391,0.0,876.006,1.0,8543
3392,0.0,1289.732,1.0,8542
3393,0.0,23.082,1.0,8541
3394,0.0,48.226,1.0,8540
3395,0.0,120.7,1.0,8539
3396,0.0,227.574,1.0,8538
3397,0.0,350.6,1.0,8537
3398,0.0,492.562,1.0,8536
3399,0.0,664.22,1.0,8535
3400,0.0,875.912,1.0,8534
3401,0.0,1289.584,1.0,8533
3402,0.0,22.928,1.0,8532
3403,0.0,49.77,1.0,8531
3404,0.0,120.7,1.0,8530
3405,0.0,227.578,1.0,8529
3406,0.0,350.64,1.0,8528
3407,0.0,492.496,1.0,8527
3408,0.0,664.278,1.0,8526
3409,0.0,876.126,1.0,8525
3410,0.0,1289.924,1.0,8524
3411,0.0,21.364,1.0,8523
3412,0.0,50.868,1.0,8522
3413,0.0,120.718,1.0,8521
3414,0.0,227.582,1.0,8520
3415,0.0,350.644,1.0,8519
3416,0.0,492.588,1.0,8518
3417,0.0,664.472,1.0,8517
3418,0.0,876.214,1.0,8516
3419,0.0,1289.79,1.0,8515
3420,0.0,20.574,1.0,8514
3421,0.0,51.546,1.0,8513
3422,0.0,120.722,1.0,8512
3423,0.0,227.566,1.0,8511
3424,0.0,350.644,1.0,8510
3425,0.0,492.598,1.0,8509
3426,0.0,664.28,1.0,8508
3427,0.0,876.214,1.0,8507
3428,0.0,1290.138,1.0,8506
3429,0.0,18.642,1.0,8505
3430,0.0,51.236,1.0,8504
3431,0.0,120.72,1.0,8503
3432,0.0,227.574,1.0,8502
3433,0.0,350.554,1.0,8501
3434,0.0,492.466,1.0,8500
3435,0.0,664.298,1.0,8499
3436,0.0,875.944,1.0,8498
3437,0.0,1289.804,1.0,8497
3438,0.0,15.502,1.0,8496
3439,0.0,52.124,1.0,8495
3440,0.0,120.718,1.0,8494
3441,0.0,227.588,1.0,8493
3442,0.0,350.594,1.0,8492
3443,0.0,492.532,1.0,8491
3444,0.0,664.384,1.0,8490
3445,0.0,876.098,1.0,8489
3446,0.0,1289.602,1.0,8488
3447,0.0,12.536,1.0,8487
3448,0.0,53.694,1.0,8486
3449,0.0,120.73,1.0,8485
3450,0.0,227.59,1.0,8484
3451,0.0,350.656,1.0,8483
3452,0.0,492.492,1.0,8482
3453,0.0,664.44,1.0,8481
3454,0.0,876.21,1.0,8480
3455,0.0,1289.96,1.0,8479
3456,0.0,11.114,1.0,8478
3457,0.0,54.218,1.0,8477
3458,0.0,120.706,1.0,8476
3459,0.0,227.582,1.0,8475
3460,0.0,350.566,1.0,8474
3461,0.0,492.528,1.0,8473
3462,0.0,664.208,1.0,8472
3463,0.0,875.938,1.0,8471
3464,0.0,1290.094,1.0,8470
3465,0.0,10.728,1.0,8469
3466,0.0,55.178,1.0,8468
3467,0.0,120.722,1.0,8467
3468,0.0,227.594,1.0,8466
3469,0.0,350.564,1.0,8465
3470,0.0,492.506,1.0,8464
3471,0.0,664.234,1.0,8463
3472,0.0,876.21,1.0,8462
3473,0.0,1290.238,1.0,8461
3474,0.0,11.056,1.0,8460
3475,0.0,55.484,1.0,8459
3476,0.0,120.736,1.0,8458
3477,0.0,227.56,1.0,8457
3478,0.0,350.57,1.0,8456
3479,0.0,492.568,1.0,8455
3480,0.0,664.294,1.0,8454
3481,0.0,876.092,1.0,8453
3482,0.0,1289.644,1.0,8452
3483,0.0,11.908,1.0,8451
3484,0.0,55.876,1.0,8450
3485,0.0,120.728,1.0,8449
3486,0.0,227.592,1.0,8448
3487,0.0,350.588,1.0,8447
3488,0.0,492.538,1.0,8446
3489,0.0,664.402,1.0,8445
3490,0.0,876.034,1.0,8444
3491,0.0,1290.322,1.0,8443
3492,0.0,14.048,1.0,8442
3493,0.0,58.18,1.0,8441
3494,0.0,120.736,1.0,8440
3495,0.0,227.572,1.0,8439
3496,0.0,350.634,1.0,8438
3497,0.0,492.576,1.0,8437
3498,0.0,664.346,1.0,8436
3499,0.0,876.212,1.0,8435
3500,0.0,1289.692,1.0,8434
3501,0.0,16.478,1.0,8433
3502,0.0,56.898,1.0,8432
3503,0.0,120.744,1.0,8431
3504,0.0,227.588,1.0,8430
3505,0.0,350.604,1.0,8429
3506,0.0,492.55,1.0,8428
3507,0.0,664.266,1.0,8427
3508,0.0,876.172,1.0,8426
3509,0.0,1290.342,1.0,8425
3510,0.0,16.022,1.0,8424
3511,0.0,44.606,1.0,8423
3512,0.0,120.662,1.0,8422
3513,0.0,227.546,1.0,8421
3514,0.0,350.506,1.0,8420
3515,0.0,491.942,1.0,8419
3516,0.0,664.486,1.0,8418
3517,0.0,876.052,1.0,8417
3518,0.0,1289.466,1.0,8416
3519,0.0,19.622,1.0,8415
3520,0.0,44.514,1.0,8414
3521,0.0,120.654,1.0,8413
3522,0.0,227.512,1.0,8412
3523,0.0,350.492,1.0,8411
3524,0.0,492.012,1.0,8410
3525,0.0,664.578,1.0,8409
3526,0.0,876.188,1.0,8408
3527,0.0,1289.624,1.0,8407
3528,0.0,22.566,1.0,8406
3529,0.0,44.82,1.0,8405
3530,0.0,120.68,1.0,8404
3531,0.0,227.526,1.0,8403
3532,0.0,350.506,1.0,8402
3533,0.0,492.238,1.0,8401
3534,0.0,664.354,1.0,8400
3535,0.0,876.04,1.0,8399
3536,0.0,1290.118,1.0,8398
3537,0.0,21.996,1.0,8397
3538,0.0,45.336,1.0,8396
3539,0.0,120.684,1.0,8395
3540,0.0,227.552,1.0,8394
3541,0.0,350.53,1.0,8393
3542,0.0,492.32,1.0,8392
3543,0.0,664.592,1.0,8391
3544,0.0,876.202,1.0,8390
3545,0.0,1289.468,1.0,8389
3546,0.0,16.666,1.0,8388
3547,0.0,45.576,1.0,8387
3548,0.0,120.672,1.0,8386
3549,0.0,227.558,1.0,8385
3550,0.0,350.594,1.0,8384
3551,0.0,492.338,1.0,8383
3552,0.0,664.59,1.0,8382
3553,0.0,875.936,1.0,8381
3554,0.0,1289.706,1.0,8380
3555,0.0,13.054,1.0,8379
3556,0.0,45.816,1.0,8378
3557,0.0,120.686,1.0,8377
3558,0.0,227.558,1.0,8376
3559,0.0,350.512,1.0,8375
3560,0.0,492.348,1.0,8374
3561,0.0,664.39,1.0,8373
3562,0.0,876.014,1.0,8372
3563,0.0,1289.58,1.0,8371
3564,0.0,10.994,1.0,8370
3565,0.0,45.832,1.0,8369
3566,0.0,120.674,1.0,8368
3567,0.0,227.56,1.0,8367
3568,0.0,350.606,1.0,8366
3569,0.0,492.508,1.0,8365
3570,0.0,664.544,1.0,8364
3571,0.0,876.234,1.0,8363
3572,0.0,1289.698,1.0,8362
3573,0.0,12.03,1.0,8361
3574,0.0,46.676,1.0,8360
3575,0.0,120.694,1.0,8359
3576,0.0,227.54,1.0,8358
3577,0.0,350.592,1.0,8357
3578,0.0,492.466,1.0,8356
3579,0.0,664.48,1.0,8355
3580,0.0,876.218,1.0,8354
3581,0.0,1289.542,1.0,8353
3582,0.0,14.082,1.0,8352
3583,0.0,47.004,1.0,8351
3584,0.0,120.696,1.0,8350
3585,0.0,227.548,1.0,8349
3586,0.0,350.518,1.0,8348
3587,0.0,492.38,1.0,8347
3588,0.0,664.486,1.0,8346
3589,0.0,876.034,1.0,8345
3590,0.0,1289.784,1.0,8344
3591,0.0,17.894,1.0,8343
3592,0.0,48.094,1.0,8342
3593,0.0,120.696,1.0,8341
3594,0.0,227.532,1.0,8340
3595,0.0,350.608,1.0,8339
3596,0.0,492.53,1.0,8338
3597,0.0,664.53,1.0,8337
3598,0.0,875.93,1.0,8336
3599,0.0,1289.794,1.0,8335
3600,0.0,19.592,1.0,8334
3601,0.0,48.46,1.0,8333
3602,0.0,120.68,1.0,8332
3603,0.0,227.566,1.0,8331
3604,0.0,350.612,1.0,8330
3605,0.0,492.44,1.0,8329
3606,0.0,664.354,1.0,8328
3607,0.0,876.216,1.0,8327
3608,0.0,1289.988,1.0,8326
3609,0.0,21.316,1.0,8325
3610,0.0,49.41,1.0,8324
3611,0.0,120.696,1.0,8323
3612,0.0,227.574,1.0,8322
3613,0.0,350.522,1.0,8321
3614,0.0,492.568,1.0,8320
3615,0.0,664.43,1.0,8319
3616,0.0,875.936,1.0,8318
3617,0.0,1290.222,1.0,8317
3618,0.0,22.324,1.0,8316
3619,0.0,49.614,1.0,8315
3620,0.0,120.708,1.0,8314
3621,0.0,227.52,1.0,8313
3622,0.0,350.61,1.0,8312
3623,0.0,492.432,1.0,8311
3624,0.0,664.514,1.0,8310
3625,0.0,876.172,1.0,8309
3626,0.0,1290.108,1.0,8308
3627,0.0,23.016,1.0,8307
3628,0.0,50.272,1.0,8306
3629,0.0,120.71,1.0,8305
3630,0.0,227.572,1.0,8304
3631,0.0,350.606,1.0,8303
3632,0.0,492.506,1.0,8302
3633,0.0,664.478,1.0,8301
3634,0.0,876.132,1.0,8300
3635,0.0,1289.548,1.0,8299
3636,0.0,22.998,1.0,8298
3637,0.0,50.168,1.0,8297
3638,0.0,120.698,1.0,8296
3639,0.0,227.552,1.0,8295
3640,0.0,350.596,1.0,8294
3641,0.0,492.592,1.0,8293
3642,0.0,664.456,1.0,8292
3643,0.0,876.014,1.0,8291
3644,0.0,1289.668,1.0,8290
3645,0.0,22.28,1.0,8289
3646,0.0,50.486,1.0,8288
3647,0.0,120.7,1.0,8287
3648,0.0,227.58,1.0,8286
3649,0.0,350.584,1.0,8285
3650,0.0,492.57,1.0,8284
3651,0.0,664.218,1.0,8283
3652,0.0,876.152,1.0,8282
3653,0.0,1289.68,1.0,8281
3654,0.0,20.934,1.0,8280
3655,0.0,52.544,1.0,8279
3656,0.0,120.702,1.0,8278
3657,0.0,227.572,1.0,8277
3658,0.0,350.554,1.0,8276
3659,0.0,492.522,1.0,8275
3660,0.0,664.464,1.0,8274
3661,0.0,876.03,1.0,8273
3662,0.0,1290.212,1.0,8272
3663,0.0,20.086,1.0,8271
3664,0.0,53.188,1.0,8270
3665,0.0,120.708,1.0,8269
3666,0.0,227.58,1.0,8268
3667,0.0,350.65,1.0,8267
3668,0.0,492.586,1.0,8266
3669,0.0,664.394,1.0,8265
3670,0.0,876.162,1.0,8264
3671,0.0,1290.07,1.0,8263
3672,0.0,15.742,1.0,8262
3673,0.0,53.7,1.0,8261
3674,0.0,120.722,1.0,8260
3675,0.0,227.564,1.0,8259
3676,0.0,350.548,1.0,8258
3677,0.0,492.63,1.0,8257
3678,0.0,664.41,1.0,8256
3679,0.0,876.058,1.0,8255
3680,0.0,1289.698,1.0,8254
3681,0.0,14.318,1.0,8253
3682,0.0,54.652,1.0,8252
3683,0.0,120.712,1.0,8251
3684,0.0,227.588,1.0,8250
3685,0.0,350.556,1.0,8249
3686,0.0,492.616,1.0,8248
3687,0.0,664.264,1.0,8247
3688,0.0,876.094,1.0,8246
3689,0.0,1289.89,1.0,8245
3690,0.0,11.932,1.0,8244
3691,0.0,54.69,1.0,8243
3692,0.0,120.728,1.0,8242
3693,0.0,227.556,1.0,8241
3694,0.0,350.652,1.0,8240
3695,0.0,492.502,1.0,8239
3696,0.0,664.312,1.0,8238
3697,0.0,875.938,1.0,8237
3698,0.0,1290.328,1.0,8236
3699,0.0,11.06,1.0,8235
3700,0.0,55.79,1.0,8234
3701,0.0,120.73,1.0,8233
3702,0.0,227.584,1.0,8232
3703,0.0,350.578,1.0,8231
3704,0.0,492.612,1.0,8230
3705,0.0,664.38,1.0,8229
3706,0.0,876.098,1.0,8228
3707,0.0,1290.206,1.0,8227
3708,0.0,10.732,1.0,8226
3709,0.0,56.472,1.0,8225
3710,0.0,120.734,1.0,8224
3711,0.0,227.568,1.0,8223
3712,0.0,350.646,1.0,8222
3713,0.0,492.586,1.0,8221
3714,0.0,664.192,1.0,8220
3715,0.0,876.05,1.0,8219
3716,0.0,1290.274,1.0,8218
3717,0.0,11.726,1.0,8217
3718,0.0,57.484,1.0,8216
3719,0.0,120.724,1.0,8215
3720,0.0,227.572,1.0,8214
3721,0.0,350.652,1.0,8213
3722,0.0,492.614,1.0,8212
3723,0.0,664.182,1.0,8211
3724,0.0,875.922,1.0,8210
3725,0.0,1289.67,1.0,8209
3726,0.0,13.282,1.0,8208
3727,0.0,57.964,1.0,8207
3728,0.0,120.74,1.0,8206
3729,0.0,227.594,1.0,8205
3730,0.0,350.6,1.0,8204
3731,0.0,492.668,1.0,8203
3732,0.0,664.162,1.0,8202
3733,0.0,876.174,1.0,8201
3734,0.0,1290.14,1.0,8200
3735,0.0,14.41,1.0,8199
3736,0.0,57.602,1.0,8198
3737,0.0,120.73,1.0,8197
3738,0.0,227.602,1.0,8196
3739,0.0,350.576,1.0,8195
3740,0.0,492.696,1.0,8194
3741,0.0,664.214,1.0,8193
3742,0.0,876.212,1.0,8192
3743,0.0,1290.176,1.0,8191
3744,0.0,13.772,1.0,8190
3745,0.0,44.678,1.0,8189
3746,0.0,120.672,1.0,8188
3747,0.0,227.506,1.0,8187
3748,0.0,350.51,1.0,8186
3749,0.0,491.874,1.0,8185
3750,0.0,664.608,1.0,8184
3751,0.0,875.934,1.0,8183
3752,0.0,1290.118,1.0,8182
3753,0.0,16.628,1.0,8181
3754,0.0,44.814,1.0,8180
3755,0.0,120.662,1.0,8179
3756,0.0,227.55,1.0,8178
3757,0.0,350.484,1.0,8177
3758,0.0,492.006,1.0,8176
3759,0.0,664.558,1.0,8175
3760,0.0,875.954,1.0,8174
3761,0.0,1290.11,1.0,8173
3762,0.0,20.664,1.0,8172
3763,0.0,45.07,1.0,8171
3764,0.0,120.68,1.0,8170
3765,0.0,227.532,1.0,8169
3766,0.0,350.562,1.0,8168
3767,0.0,492.096,1.0,8167
3768,0.0,664.428,1.0,8166
3769,0.0,875.964,1.0,8165
3770,0.0,1289.49,1.0,8164
3771,0.0,22.824,1.0,8163
3772,0.0,45.59,1.0,8162
3773,0.0,120.666,1.0,8161
3774,0.0,227.502,1.0,8160
3775,0.0,350.49,1.0,8159
3776,0.0,492.124,1.0,8158
3777,0.0,664.52,1.0,8157
3778,0.0,876.166,1.0,8156
3779,0.0,1289.724,1.0,8155
3780,0.0,20.438,1.0,8154
3781,0.0,45.58,1.0,8153
3782,0.0,120.67,1.0,8152
3783,0.0,227.516,1.0,8151
3784,0.0,350.59,1.0,8150
3785,0.0,492.472,1.0,8149
3786,0.0,664.516,1.0,8148
3787,0.0,876.226,1.0,8147
3788,0.0,1289.442,1.0,8146
3789,0.0,14.89,1.0,8145
3790,0.0,46.34,1.0,8144
3791,0.0,120.664,1.0,8143
3792,0.0,227.544,1.0,8142
3793,0.0,350.578,1.0,8141
3794,0.0,492.384,1.0,8140
3795,0.0,664.368,1.0,8139
3796,0.0,875.976,1.0,8138
3797,0.0,1289.694,1.0,8137
3798,0.0,11.654,1.0,8136
3799,0.0,46.854,1.0,8135
3800,0.0,120.688,1.0,8134
3801,0.0,227.544,1.0,8133
3802,0.0,350.564,1.0,8132
3803,0.0,492.352,1.0,8131
3804,0.0,664.564,1.0,8130
3805,0.0,876.014,1.0,8129
3806,0.0,1289.486,1.0,8128
3807,0.0,11.004,1.0,8127
3808,0.0,47.172,1.0,8126
3809,0.0,120.678,1.0,8125
3810,0.0,227.542,1.0,8124
3811,0.0,350.534,1.0,8123
3812,0.0,492.362,1.0,8122
3813,0.0,664.498,1.0,8121
3814,0.0,875.942,1.0,8120
3815,0.0,1290.07,1.0,8119
3816,0.0,12.07,1.0,8118
3817,0.0,47.912,1.0,8117
3818,0.0,120.694,1.0,8116
3819,0.0,227.546,1.0,8115
3820,0.0,350.51,1.0,8114
3821,0.0,492.45,1.0,8113
3822,0.0,664.49,1.0,8112
3823,0.0,876.216,1.0,8111
3824,0.0,1290.174,1.0,8110
3825,0.0,15.276,1.0,8109
3826,0.0,48.646,1.0,8108
3827,0.0,120.698,1.0,8107
3828,0.0,227.548,1.0,8106
3829,0.0,350.538,1.0,8105
3830,0.0,492.506,1.0,8104
3831,0.0,664.5,1.0,8103
3832,0.0,876.132,1.0,8102
3833,0.0,1289.992,1.0,8101
3834,0.0,18.892,1.0,8100
3835,0.0,49.292,1.0,8099
3836,0.0,120.698,1.0,8098
3837,0.0,227.56,1.0,8097
3838,0.0,350.528,1.0,8096
3839,0.0,492.418,1.0,8095
3840,0.0,664.544,1.0,8094
3841,0.0,876.01,1.0,8093
3842,0.0,1289.548,1.0,8092
3843,0.0,20.186,1.0,8091
3844,0.0,50.254,1.0,8090
3845,0.0,120.702,1.0,8089
3846,0.0,227.562,1.0,8088
3847,0.0,350.522,1.0,8087
3848,0.0,492.48,1.0,8086
3849,0.0,664.53,1.0,8085
3850,0.0,875.936,1.0,8084
3851,0.0,1289.93,1.0,8083
3852,0.0,22.094,1.0,8082
3853,0.0,50.962,1.0,8081
3854,0.0,120.702,1.0,8080
3855,0.0,227.532,1.0,8079
3856,0.0,350.528,1.0,8078
3857,0.0,492.474,1.0,8077
3858,0.0,664.3,1.0,8076
3859,0.0,875.914,1.0,8075
3860,0.0,1289.954,1.0,8074
3861,0.0,22.704,1.0,8073
3862,0.0,50.514,1.0,8072
3863,0.0,120.69,1.0,8071
3864,0.0,227.526,1.0,8070
3865,0.0,350.574,1.0,8069
3866,0.0,492.406,1.0,8068
3867,0.0,664.362,1.0,8067
3868,0.0,876.22,1.0,8066
3869,0.0,1290.198,1.0,8065
3870,0.0,23.022,1.0,8064
3871,0.0,52.078,1.0,8063
3872,0.0,120.702,1.0,8062
3873,0.0,227.55,1.0,8061
3874,0.0,350.592,1.0,8060
3875,0.0,492.442,1.0,8059
3876,0.0,664.272,1.0,8058
3877,0.0,876.176,1.0,8057
3878,0.0,1290.088,1.0,8056
3879,0.0,22.58,1.0,8055
3880,0.0,52.096,1.0,8054
3881,0.0,120.712,1.0,8053
3882,0.0,227.564,1.0,8052
3883,0.0,350.544,1.0,8051
3884,0.0,492.53,1.0,8050
3885,0.0,664.434,1.0,8049
3886,0.0,875.974,1.0,8048
3887,0.0,1289.676,1.0,8047
3888,0.0,21.738,1.0,8046
3889,0.0,52.106,1.0,8045
3890,0.0,120.702,1.0,8044
3891,0.0,227.546,1.0,8043
3892,0.0,350.546,1.0,8042
3893,0.0,492.566,1.0,8041
3894,0.0,664.22,1.0,8040
3895,0.0,876.204,1.0,8039
3896,0.0,1289.88,1.0,8038
3897,0.0,19.164,1.0,8037
3898,0.0,54.15,1.0,8036
3899,0.0,120.706,1.0,8035
3900,0.0,227.572,1.0,8034
3901,0.0,350.598,1.0,8033
3902,0.0,492.594,1.0,8032
3903,0.0,664.48,1.0,8031
3904,0.0,876.198,1.0,8030
3905,0.0,1289.62,1.0,8029
3906,0.0,16.756,1.0,8028
3907,0.0,54.078,1.0,8027
3908,0.0,120.7,1.0,8026
3909,0.0,227.572,1.0,8025
3910,0.0,350.544,1.0,8024
3911,0.0,492.542,1.0,8023
3912,0.0,664.38,1.0,8022
3913,0.0,876.186,1.0,8021
3914,0.0,1289.636,1.0,8020
3915,0.0,15.366,1.0,8019
3916,0.0,55.022,1.0,8018
3917,0.0,120.718,1.0,8017
3918,0.0,227.558,1.0,8016
3919,0.0,350.556,1.0,8015
3920,0.0,492.498,1.0,8014
3921,0.0,664.228,1.0,8013
3922,0.0,875.918,1.0,8012
3923,0.0,1289.82,1.0,8011
3924,0.0,12.868,1.0,8010
3925,0.0,55.996,1.0,8009
3926,0.0,120.724,1.0,8008
3927,0.0,227.57,1.0,8007
3928,0.0,350.648,1.0,8006
3929,0.0,492.636,1.0,8005
3930,0.0,664.37,1.0,8004
3931,0.0,876.206,1.0,8003
3932,0.0,1289.606,1.0,8002
3933,0.0,10.864,1.0,8001
3934,0.0,56.598,1.0,8000
3935,0.0,120.712,1.0,7999
3936,0.0,227.59,1.0,7998
3937,0.0,350.656,1.0,7997
3938,0.0,492.572,1.0,7996
3939,0.0,664.29,1.0,7995
3940,0.0,875.906,1.0,7994
3941,0.0,1290.194,1.0,7993
3942,0.0,10.77,1.0,7992
3943,0.0,56.65,1.0,7991
3944,0.0,120.728,1.0,7990
3945,0.0,227.576,1.0,7989
3946,0.0,350.604,1.0,7988
3947,0.0,492.488,1.0,7987
3948,0.0,664.426,1.0,7986
3949,0.0,876.072,1.0,7985
3950,0.0,1290.17,1.0,7984
3951,0.0,11.13,1.0,7983
3952,0.0,57.662,1.0,7982
3953,0.0,120.716,1.0,7981
3954,0.0,227.578,1.0,7980
3955,0.0,350.646,1.0,7979
3956,0.0,492.56,1.0,7978
3957,0.0,664.392,1.0,7977
3958,0.0,876.174,1.0,7976
3959,0.0,1289.634,1.0,7975
3960,0.0,12.542,1.0,7974
3961,0.0,58.64,1.0,7973
3962,0.0,120.736,1.0,7972
3963,0.0,227.592,1.0,7971
3964,0.0,350.588,1.0,7970
3965,0.0,492.548,1.0,7969
3966,0.0,664.164,1.0,7968
3967,0.0,876.074,1.0,7967
3968,0.0,1290.05,1.0,7966
3969,0.0,14.712,1.0,7965
3970,0.0,59.528,1.0,7964
3971,0.0,120.726,1.0,7963
3972,0.0,227.588,1.0,7962
3973,0.0,350.564,1.0,7961
3974,0.0,492.612,1.0,7960
3975,0.0,664.202,1.0,7959
3976,0.0,875.942,1.0,7958
3977,0.0,1289.686,1.0,7957
3978,0.0,12.736,1.0,7956
3979,0.0,45.132,1.0,7955
3980,0.0,120.66,1.0,7954
3981,0.0,227.546,1.0,7953
3982,0.0,350.496,1.0,7952
3983,0.0,491.864,1.0,7951
3984,0.0,664.536,1.0,7950
3985,0.0,876.182,1.0,7949
3986,0.0,1289.506,1.0,7948
3987,0.0,14.746,1.0,7947
3988,0.0,45.396,1.0,7946
3989,0.0,120.662,1.0,7945
3990,0.0,227.542,1.0,7944
3991,0.0,350.57,1.0,7943
3992,0.0,491.91,1.0,7942
3993,0.0,664.598,1.0,7941
3994,0.0,876.21,1.0,7940
3995,0.0,1289.976,1.0,7939
3996,0.0,18.268,1.0,7938
3997,0.0,46.198,1.0,7937
3998,0.0,120.674,1.0,7936
3999,0.0,227.498,1.0,7935
4000,0.0,350.512,1.0,7934
4001,0.0,491.968,1.0,7933
4002,0.0,664.438,1.0,7932
4003,0.0,876.016,1.0,7931
4004,0.0,1289.71,1.0,7930
4005,0.0,21.742,1.0,7929
4006,0.0,46.484,1.0,7928
4007,0.0,120.664,1.0,7927
4008,0.0,227.516,1.0,7926
4009,0.0,350.484,1.0,7925
4010,0.0,492.062,1.0,7924
4011,0.0,664.624,1.0,7923
4012,0.0,876.218,1.0,7922
4013,0.0,1289.472,1.0,7921
4014,0.0,22.622,1.0,7920
4015,0.0,46.782,1.0,7919
4016,0.0,120.656,1.0,7918
4017,0.0,227.514,1.0,7917
4018,0.0,350.49,1.0,7916
4019,0.0,492.064,1.0,7915
4020,0.0,664.492,1.0,7914
4021,0.0,876.004,1.0,7913
4022,0.0,1290.142,1.0,7912
4023,0.0,18.382,1.0,7911
4024,0.0,46.694,1.0,7910
4025,0.0,120.682,1.0,7909
4026,0.0,227.548,1.0,7908
4027,0.0,350.592,1.0,7907
4028,0.0,492.33,1.0,7906
4029,0.0,664.602,1.0,7905
4030,0.0,876.056,1.0,7904
